ts,open,high,low,close,volume
2020-09-25 04:00:00+00:00,2.9983,3.0057,2.9872,2.9972,112972.0
2020-09-25 08:00:00+00:00,2.9972,3.0456,2.9013,3.0281,1510723.0
2020-09-25 12:00:00+00:00,3.0281,3.1438,2.975,3.1274,1573348.0
2020-09-25 16:00:00+00:00,3.1274,3.2335,3.1197,3.2157,882289.0
2020-09-25 20:00:00+00:00,3.2157,3.2606,3.1705,3.1841,947417.0
2020-09-26 00:00:00+00:00,3.1841,3.2111,3.071,3.1177,998536.0
2020-09-26 04:00:00+00:00,3.1177,3.245,3.1056,3.1281,1027563.0
2020-09-26 08:00:00+00:00,3.1281,3.1536,3.0797,3.1397,383773.0
2020-09-26 12:00:00+00:00,3.1397,3.1528,3.0219,3.1324,928425.0
2020-09-26 16:00:00+00:00,3.1324,3.1466,3.027,3.0632,836122.0
2020-09-26 20:00:00+00:00,3.0632,3.1357,3.0491,3.1248,607788.0
2020-09-27 00:00:00+00:00,3.1248,3.18,3.1216,3.1327,408683.0
2020-09-27 04:00:00+00:00,3.1327,3.1477,3.0479,3.0611,651119.0
2020-09-27 08:00:00+00:00,3.0611,3.0628,2.9822,3.0446,676173.0
2020-09-27 12:00:00+00:00,3.0446,3.1345,3.0281,3.133,428939.0
2020-09-27 16:00:00+00:00,3.133,3.1492,3.1016,3.1279,514268.0
2020-09-27 20:00:00+00:00,3.1279,3.1866,3.0872,3.1613,667511.0
2020-09-28 00:00:00+00:00,3.1613,3.2093,3.098,3.1099,811620.0
2020-09-28 04:00:00+00:00,3.1099,3.1278,3.0237,3.0625,359928.0
2020-09-28 08:00:00+00:00,3.0625,3.0863,3.0326,3.0405,374296.0
2020-09-28 12:00:00+00:00,3.0405,3.0804,3.0172,3.0799,561703.0
2020-09-28 16:00:00+00:00,3.0799,3.0847,2.9939,3.005,473800.0
2020-09-28 20:00:00+00:00,3.005,3.0128,2.898,2.9572,638208.0
2020-09-29 00:00:00+00:00,2.9572,3.0134,2.9128,2.9371,510209.0
2020-09-29 04:00:00+00:00,2.9371,3.0044,2.9137,2.9883,329235.0
2020-09-29 08:00:00+00:00,2.9883,3.0052,2.949,2.9921,292784.0
2020-09-29 12:00:00+00:00,2.9921,3.0202,2.9442,2.9858,351426.0
2020-09-29 16:00:00+00:00,2.9858,2.9869,2.8812,2.8946,576177.0
2020-09-29 20:00:00+00:00,2.8946,2.9693,2.894,2.951,292478.0
2020-09-30 00:00:00+00:00,2.951,2.9674,2.898,2.9527,349485.0
2020-09-30 04:00:00+00:00,2.9527,2.9841,2.9211,2.9242,338690.0
2020-09-30 08:00:00+00:00,2.9242,2.9277,2.85,2.8503,344851.0
2020-09-30 12:00:00+00:00,2.8503,2.9031,2.8307,2.8923,329932.0
2020-09-30 16:00:00+00:00,2.8923,2.9076,2.8362,2.8491,302466.0
2020-09-30 20:00:00+00:00,2.8491,2.9006,2.8396,2.8997,236536.0
2020-10-01 00:00:00+00:00,2.8997,2.9468,2.8946,2.9233,261097.0
2020-10-01 04:00:00+00:00,2.9233,2.9835,2.9231,2.9721,218432.0
2020-10-01 08:00:00+00:00,2.9721,2.9931,2.9451,2.9573,298820.0
2020-10-01 12:00:00+00:00,2.9573,2.9586,2.8474,2.8544,362857.0
2020-10-01 16:00:00+00:00,2.8544,2.8544,2.6563,2.7628,1814015.0
2020-10-01 20:00:00+00:00,2.7628,2.8736,2.7372,2.8706,421361.0
2020-10-02 00:00:00+00:00,2.8706,2.8841,2.8168,2.8642,443921.0
2020-10-02 04:00:00+00:00,2.8642,2.8759,2.6393,2.6675,1355064.0
2020-10-02 08:00:00+00:00,2.6675,2.679,2.4288,2.4794,1557800.0
2020-10-02 12:00:00+00:00,2.4794,2.6592,2.4522,2.6132,1220048.0
2020-10-02 16:00:00+00:00,2.6132,2.6729,2.5876,2.6082,729054.0
2020-10-02 20:00:00+00:00,2.6082,2.6562,2.5548,2.6248,1184364.0
2020-10-03 00:00:00+00:00,2.6248,2.6483,2.6069,2.6391,573803.0
2020-10-03 04:00:00+00:00,2.6391,2.648,2.6103,2.636,248770.0
2020-10-03 08:00:00+00:00,2.636,2.6665,2.6104,2.6651,418672.0
2020-10-03 12:00:00+00:00,2.6651,2.6679,2.6334,2.6356,200440.0
2020-10-03 16:00:00+00:00,2.6356,2.6653,2.6342,2.6547,281914.0
